Sale Key,City Key,Customer Key,Bill To Customer Key,Stock Item Key,invoice_date,delivery_date,Salesperson Key,WWI Invoice ID,Description,Package,Quantity,Unit Price,Tax Rate,Total Excluding Tax,Tax Amount,Profit,Total Including Tax,Total Dry Items,Total Chiller Items,Lineage Key,unit_price_implied,delivery_lag_days,year,month,quarter,year_month,margin_pct,has_customer
56876,87602,176,1,159,2013-12-05,2013-12-06,94,17511,RC toy sedan car with remote control (Green) 1/50 scale,Each,10,25.0,15,250.0,37.5,125.0,287.5,10,0,11,25.0,1.0,2013,12,4,2013-12-01,50.0,True
57301,47626,109,1,218,2013-12-07,2013-12-08,94,17643,USB rocket launcher (Gray),Each,5,25.0,15,125.0,18.75,77.5,143.75,5,0,11,25.0,1.0,2013,12,4,2013-12-01,62.0,True
58486,47005,197,1,162,2013-12-17,2013-12-18,94,18018,RC toy sedan car with remote control (Black) 1/50 scale,Each,5,25.0,15,125.0,18.75,62.5,143.75,5,0,11,25.0,1.0,2013,12,4,2013-12-01,50.0,True
58598,91271,127,1,112,2013-12-17,2013-12-18,97,18052,Superhero action jacket (Blue) XXS,Each,10,25.0,15,250.0,37.5,60.0,287.5,10,0,11,25.0,1.0,2013,12,4,2013-12-01,24.0,True
58742,66109,163,1,162,2013-12-18,2013-12-19,91,18097,RC toy sedan car with remote control (Black) 1/50 scale,Each,6,25.0,15,150.0,22.5,75.0,172.5,6,0,11,25.0,1.0,2013,12,4,2013-12-01,50.0,True
59169,72803,131,1,111,2013-12-20,2013-12-21,97,18228,Superhero action jacket (Blue) XS,Each,1,25.0,15,25.0,3.75,6.0,28.75,1,0,11,25.0,1.0,2013,12,4,2013-12-01,24.0,True
59624,47644,63,1,219,2013-12-24,2013-12-25,19,18364,USB missile launcher (Green),Each,7,25.0,15,175.0,26.25,108.5,201.25,7,0,11,25.0,1.0,2013,12,4,2013-12-01,62.0,True
60053,66094,136,1,162,2013-12-26,2013-12-27,19,18494,RC toy sedan car with remote control (Black) 1/50 scale,Each,4,25.0,15,100.0,15.0,50.0,115.0,4,0,11,25.0,1.0,2013,12,4,2013-12-01,50.0,True
60280,87556,31,1,218,2013-12-27,2013-12-28,19,18562,USB rocket launcher (Gray),Each,10,25.0,15,250.0,37.5,155.0,287.5,10,0,11,25.0,1.0,2013,12,4,2013-12-01,62.0,True
60565,40600,102,1,112,2013-12-30,2013-12-31,101,18648,Superhero action jacket (Blue) XXS,Each,4,25.0,15,100.0,15.0,24.0,115.0,4,0,11,25.0,1.0,2013,12,4,2013-12-01,24.0,True
60685,91372,201,1,218,2013-12-31,2014-01-01,97,18685,USB rocket launcher (Gray),Each,6,25.0,15,150.0,22.5,93.0,172.5,6,0,11,25.0,1.0,2013,12,4,2013-12-01,62.0,True
52972,66094,136,1,61,2013-11-13,2013-11-14,83,16312,20 mm Double sided bubble wrap 10m,Each,20,18.0,15,360.0,54.0,200.0,414.0,20,0,11,18.0,1.0,2013,11,4,2013-11-01,55.55555555555556,True
53200,87556,31,1,61,2013-11-14,2013-11-15,91,16378,20 mm Double sided bubble wrap 10m,Each,30,18.0,15,540.0,81.0,300.0,621.0,30,0,11,18.0,1.0,2013,11,4,2013-11-01,55.55555555555556,True
56004,91271,127,1,61,2013-11-30,2013-12-01,93,17244,20 mm Double sided bubble wrap 10m,Each,20,18.0,15,360.0,54.0,200.0,414.0,20,0,11,18.0,1.0,2013,11,4,2013-11-01,55.55555555555556,True
60023,89325,44,1,61,2013-12-26,2013-12-27,94,18486,20 mm Double sided bubble wrap 10m,Each,30,18.0,15,540.0,81.0,300.0,621.0,30,0,11,18.0,1.0,2013,12,4,2013-12-01,55.55555555555556,True
50620,90111,364,202,75,2013-10-29,2013-10-30,80,15604,Halloween zombie mask (Light Brown) XL,Each,120,18.0,15,2160.0,324.0,-120.0,2484.0,120,0,11,18.0,1.0,2013,10,4,2013-10-01,-5.555555555555555,True
52206,91372,201,1,141,2013-11-08,2013-11-09,84,16094,The Gu red shirt XML tag t-shirt (White) S,Each,120,18.0,15,2160.0,324.0,1320.0,2484.0,120,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
54147,72803,131,1,126,2013-11-19,2013-11-20,89,16667,The Gu red shirt XML tag t-shirt (Black) L,Each,120,18.0,15,2160.0,324.0,1320.0,2484.0,120,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
55064,47188,210,202,132,2013-11-25,2013-11-26,83,16952,The Gu red shirt XML tag t-shirt (White) 7XL,Each,120,18.0,15,2160.0,324.0,1140.0,2484.0,120,0,11,18.0,1.0,2013,11,4,2013-11-01,52.77777777777778,True
55470,47644,63,1,144,2013-11-27,2013-11-28,74,17078,The Gu red shirt XML tag t-shirt (White) 3XS,Each,120,18.0,15,2160.0,324.0,1320.0,2484.0,120,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
56808,40659,107,1,141,2013-12-04,2013-12-05,83,17485,The Gu red shirt XML tag t-shirt (White) S,Each,120,18.0,15,2160.0,324.0,1320.0,2484.0,120,0,11,18.0,1.0,2013,12,4,2013-12-01,61.111111111111114,True
57482,76917,375,202,131,2013-12-09,2013-12-10,93,17699,The Gu red shirt XML tag t-shirt (Black) 3XS,Each,120,18.0,15,2160.0,324.0,1320.0,2484.0,120,0,11,18.0,1.0,2013,12,4,2013-12-01,61.111111111111114,True
58870,66127,249,202,73,2013-12-19,2013-12-20,91,18141,Halloween skull mask (Gray) M,Each,120,18.0,15,2160.0,324.0,360.0,2484.0,120,0,11,18.0,1.0,2013,12,4,2013-12-01,16.666666666666668,True
58873,66127,249,202,75,2013-12-19,2013-12-20,91,18141,Halloween zombie mask (Light Brown) XL,Each,120,18.0,15,2160.0,324.0,-120.0,2484.0,120,0,11,18.0,1.0,2013,12,4,2013-12-01,-5.555555555555555,True
50217,72782,142,1,142,2013-10-26,2013-10-27,74,15475,The Gu red shirt XML tag t-shirt (White) XS,Each,36,18.0,15,648.0,97.2,396.0,745.2,36,0,11,18.0,1.0,2013,10,4,2013-10-01,61.111111111111114,True
52042,40659,107,1,129,2013-11-07,2013-11-08,74,16045,The Gu red shirt XML tag t-shirt (Black) XS,Each,36,18.0,15,648.0,97.2,396.0,745.2,36,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
54288,47188,210,202,135,2013-11-20,2013-11-21,90,16712,The Gu red shirt XML tag t-shirt (White) 4XL,Each,36,18.0,15,648.0,97.2,360.0,745.2,36,0,11,18.0,1.0,2013,11,4,2013-11-01,55.55555555555556,True
54716,87556,31,1,142,2013-11-22,2013-11-23,90,16843,The Gu red shirt XML tag t-shirt (White) XS,Each,36,18.0,15,648.0,97.2,396.0,745.2,36,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
55004,40550,98,1,71,2013-11-25,2013-11-26,93,16936,Halloween skull mask (Gray) XL,Each,36,18.0,15,648.0,97.2,108.0,745.2,36,0,11,18.0,1.0,2013,11,4,2013-11-01,16.666666666666668,True
55130,41466,384,202,135,2013-11-26,2013-11-27,90,16973,The Gu red shirt XML tag t-shirt (White) 4XL,Each,36,18.0,15,648.0,97.2,360.0,745.2,36,0,11,18.0,1.0,2013,11,4,2013-11-01,55.55555555555556,True
56827,72803,131,1,131,2013-12-04,2013-12-05,19,17491,The Gu red shirt XML tag t-shirt (Black) 3XS,Each,36,18.0,15,648.0,97.2,396.0,745.2,36,0,11,18.0,1.0,2013,12,4,2013-12-01,61.111111111111114,True
60214,72803,131,1,121,2013-12-27,2013-12-28,81,18543,The Gu red shirt XML tag t-shirt (Black) 5XL,Each,36,18.0,15,648.0,97.2,360.0,745.2,36,0,11,18.0,1.0,2013,12,4,2013-12-01,55.55555555555556,True
60598,90082,37,1,131,2013-12-30,2013-12-31,97,18658,The Gu red shirt XML tag t-shirt (Black) 3XS,Each,36,18.0,15,648.0,97.2,396.0,745.2,36,0,11,18.0,1.0,2013,12,4,2013-12-01,61.111111111111114,True
60721,40600,102,1,135,2013-12-31,2014-01-01,101,18694,The Gu red shirt XML tag t-shirt (White) 4XL,Each,36,18.0,15,648.0,97.2,360.0,745.2,36,0,11,18.0,1.0,2013,12,4,2013-12-01,55.55555555555556,True
50084,91330,56,1,132,2013-10-25,2013-10-26,86,15434,The Gu red shirt XML tag t-shirt (White) 7XL,Each,108,18.0,15,1944.0,291.6,1026.0,2235.6,108,0,11,18.0,1.0,2013,10,4,2013-10-01,52.77777777777778,True
51348,47016,374,202,76,2013-11-02,2013-11-03,39,15826,Halloween zombie mask (Light Brown) L,Each,108,18.0,15,1944.0,291.6,-108.0,2235.6,108,0,11,18.0,1.0,2013,11,4,2013-11-01,-5.555555555555555,True
52976,66094,136,1,132,2013-11-13,2013-11-14,83,16312,The Gu red shirt XML tag t-shirt (White) 7XL,Each,108,18.0,15,1944.0,291.6,1026.0,2235.6,108,0,11,18.0,1.0,2013,11,4,2013-11-01,52.77777777777778,True
53672,40659,107,1,120,2013-11-18,2013-11-19,19,16530,The Gu red shirt XML tag t-shirt (Black) 6XL,Each,108,18.0,15,1944.0,291.6,1080.0,2235.6,108,0,11,18.0,1.0,2013,11,4,2013-11-01,55.55555555555556,True
54845,41358,221,202,135,2013-11-23,2013-11-24,84,16882,The Gu red shirt XML tag t-shirt (White) 4XL,Each,108,18.0,15,1944.0,291.6,1080.0,2235.6,108,0,11,18.0,1.0,2013,11,4,2013-11-01,55.55555555555556,True
55140,72782,142,1,130,2013-11-26,2013-11-27,86,16975,The Gu red shirt XML tag t-shirt (Black) XXS,Each,108,18.0,15,1944.0,291.6,1188.0,2235.6,108,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
57337,41497,253,202,126,2013-12-07,2013-12-08,83,17653,The Gu red shirt XML tag t-shirt (Black) L,Each,108,18.0,15,1944.0,291.6,1188.0,2235.6,108,0,11,18.0,1.0,2013,12,4,2013-12-01,61.111111111111114,True
58487,47005,197,1,139,2013-12-17,2013-12-18,94,18018,The Gu red shirt XML tag t-shirt (White) L,Each,108,18.0,15,1944.0,291.6,1188.0,2235.6,108,0,11,18.0,1.0,2013,12,4,2013-12-01,61.111111111111114,True
58474,47626,109,1,77,2013-12-17,2013-12-18,86,18015,Halloween zombie mask (Light Brown) M,Each,108,18.0,15,1944.0,291.6,-108.0,2235.6,108,0,11,18.0,1.0,2013,12,4,2013-12-01,-5.555555555555555,True
59499,87673,223,202,137,2013-12-24,2013-12-25,83,18330,The Gu red shirt XML tag t-shirt (White) XXL,Each,108,18.0,15,1944.0,291.6,1134.0,2235.6,108,0,11,18.0,1.0,2013,12,4,2013-12-01,58.333333333333336,True
49569,41398,52,1,74,2013-10-23,2013-10-24,74,15278,Halloween skull mask (Gray) S,Each,84,18.0,15,1512.0,226.8,252.0,1738.8,84,0,11,18.0,1.0,2013,10,4,2013-10-01,16.666666666666668,True
50635,89450,20,1,128,2013-10-29,2013-10-30,74,15608,The Gu red shirt XML tag t-shirt (Black) S,Each,84,18.0,15,1512.0,226.8,924.0,1738.8,84,0,11,18.0,1.0,2013,10,4,2013-10-01,61.111111111111114,True
51884,40608,274,202,130,2013-11-06,2013-11-07,91,15996,The Gu red shirt XML tag t-shirt (Black) XXS,Each,84,18.0,15,1512.0,226.8,924.0,1738.8,84,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
55366,41497,253,202,124,2013-11-26,2013-11-27,90,17044,The Gu red shirt XML tag t-shirt (Black) XXL,Each,84,18.0,15,1512.0,226.8,882.0,1738.8,84,0,11,18.0,1.0,2013,11,4,2013-11-01,58.333333333333336,True
55831,48778,25,1,140,2013-11-29,2013-11-30,91,17190,The Gu red shirt XML tag t-shirt (White) M,Each,84,18.0,15,1512.0,226.8,924.0,1738.8,84,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
57964,91372,201,1,133,2013-12-12,2013-12-13,91,17853,The Gu red shirt XML tag t-shirt (White) 6XL,Each,84,18.0,15,1512.0,226.8,840.0,1738.8,84,0,11,18.0,1.0,2013,12,4,2013-12-01,55.55555555555556,True
58346,76917,375,202,128,2013-12-16,2013-12-17,39,17976,The Gu red shirt XML tag t-shirt (Black) S,Each,84,18.0,15,1512.0,226.8,924.0,1738.8,84,0,11,18.0,1.0,2013,12,4,2013-12-01,61.111111111111114,True
60499,91354,78,1,120,2013-12-30,2013-12-31,86,18627,The Gu red shirt XML tag t-shirt (Black) 6XL,Each,84,18.0,15,1512.0,226.8,840.0,1738.8,84,0,11,18.0,1.0,2013,12,4,2013-12-01,55.55555555555556,True
60557,87556,31,1,126,2013-12-30,2013-12-31,94,18644,The Gu red shirt XML tag t-shirt (Black) L,Each,84,18.0,15,1512.0,226.8,924.0,1738.8,84,0,11,18.0,1.0,2013,12,4,2013-12-01,61.111111111111114,True
50221,47005,197,1,73,2013-10-26,2013-10-27,83,15476,Halloween skull mask (Gray) M,Each,96,18.0,15,1728.0,259.2,288.0,1987.2,96,0,11,18.0,1.0,2013,10,4,2013-10-01,16.666666666666668,True
50845,40704,399,202,138,2013-10-30,2013-10-31,39,15672,The Gu red shirt XML tag t-shirt (White) XL,Each,96,18.0,15,1728.0,259.2,1008.0,1987.2,96,0,11,18.0,1.0,2013,10,4,2013-10-01,58.333333333333336,True
52942,66011,180,1,75,2013-11-13,2013-11-14,81,16304,Halloween zombie mask (Light Brown) XL,Each,96,18.0,15,1728.0,259.2,-96.0,1987.2,96,0,11,18.0,1.0,2013,11,4,2013-11-01,-5.555555555555555,True
55262,47188,210,202,73,2013-11-26,2013-11-27,74,17012,Halloween skull mask (Gray) M,Each,96,18.0,15,1728.0,259.2,288.0,1987.2,96,0,11,18.0,1.0,2013,11,4,2013-11-01,16.666666666666668,True
55341,87556,31,1,137,2013-11-26,2013-11-27,91,17036,The Gu red shirt XML tag t-shirt (White) XXL,Each,96,18.0,15,1728.0,259.2,1008.0,1987.2,96,0,11,18.0,1.0,2013,11,4,2013-11-01,58.333333333333336,True
56214,40600,102,1,71,2013-12-02,2013-12-03,94,17309,Halloween skull mask (Gray) XL,Each,96,18.0,15,1728.0,259.2,288.0,1987.2,96,0,11,18.0,1.0,2013,12,4,2013-12-01,16.666666666666668,True
58348,76917,375,202,121,2013-12-16,2013-12-17,39,17976,The Gu red shirt XML tag t-shirt (Black) 5XL,Each,96,18.0,15,1728.0,259.2,960.0,1987.2,96,0,11,18.0,1.0,2013,12,4,2013-12-01,55.55555555555556,True
58599,91271,127,1,132,2013-12-17,2013-12-18,97,18052,The Gu red shirt XML tag t-shirt (White) 7XL,Each,96,18.0,15,1728.0,259.2,912.0,1987.2,96,0,11,18.0,1.0,2013,12,4,2013-12-01,52.77777777777778,True
60149,41497,253,202,123,2013-12-27,2013-12-28,83,18526,The Gu red shirt XML tag t-shirt (Black) 3XL,Each,96,18.0,15,1728.0,259.2,960.0,1987.2,96,0,11,18.0,1.0,2013,12,4,2013-12-01,55.55555555555556,True
60588,72782,142,1,75,2013-12-30,2013-12-31,81,18655,Halloween zombie mask (Light Brown) XL,Each,96,18.0,15,1728.0,259.2,-96.0,1987.2,96,0,11,18.0,1.0,2013,12,4,2013-12-01,-5.555555555555555,True
49987,46997,69,1,123,2013-10-25,2013-10-26,86,15405,The Gu red shirt XML tag t-shirt (Black) 3XL,Each,60,18.0,15,1080.0,162.0,600.0,1242.0,60,0,11,18.0,1.0,2013,10,4,2013-10-01,55.55555555555556,True
50228,46997,69,1,74,2013-10-26,2013-10-27,74,15478,Halloween skull mask (Gray) S,Each,60,18.0,15,1080.0,162.0,180.0,1242.0,60,0,11,18.0,1.0,2013,10,4,2013-10-01,16.666666666666668,True
50941,89450,20,1,71,2013-10-30,2013-10-31,19,15699,Halloween skull mask (Gray) XL,Each,60,18.0,15,1080.0,162.0,180.0,1242.0,60,0,11,18.0,1.0,2013,10,4,2013-10-01,16.666666666666668,True
52156,40550,98,1,136,2013-11-07,2013-11-08,86,16077,The Gu red shirt XML tag t-shirt (White) 3XL,Each,60,18.0,15,1080.0,162.0,600.0,1242.0,60,0,11,18.0,1.0,2013,11,4,2013-11-01,55.55555555555556,True
53509,91354,78,1,72,2013-11-16,2013-11-17,39,16477,Halloween skull mask (Gray) L,Each,60,18.0,15,1080.0,162.0,180.0,1242.0,60,0,11,18.0,1.0,2013,11,4,2013-11-01,16.666666666666668,True
53836,66127,249,202,137,2013-11-18,2013-11-19,91,16575,The Gu red shirt XML tag t-shirt (White) XXL,Each,60,18.0,15,1080.0,162.0,630.0,1242.0,60,0,11,18.0,1.0,2013,11,4,2013-11-01,58.333333333333336,True
54650,47626,109,1,74,2013-11-21,2013-11-22,89,16821,Halloween skull mask (Gray) S,Each,60,18.0,15,1080.0,162.0,180.0,1242.0,60,0,11,18.0,1.0,2013,11,4,2013-11-01,16.666666666666668,True
55361,41500,47,1,141,2013-11-26,2013-11-27,39,17043,The Gu red shirt XML tag t-shirt (White) S,Each,60,18.0,15,1080.0,162.0,660.0,1242.0,60,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
55306,91271,127,1,129,2013-11-26,2013-11-27,94,17024,The Gu red shirt XML tag t-shirt (Black) XS,Each,60,18.0,15,1080.0,162.0,660.0,1242.0,60,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
55545,47673,256,202,125,2013-11-28,2013-11-29,74,17102,The Gu red shirt XML tag t-shirt (Black) XL,Each,60,18.0,15,1080.0,162.0,630.0,1242.0,60,0,11,18.0,1.0,2013,11,4,2013-11-01,58.333333333333336,True
57376,72803,131,1,128,2013-12-09,2013-12-10,91,17667,The Gu red shirt XML tag t-shirt (Black) S,Each,60,18.0,15,1080.0,162.0,660.0,1242.0,60,0,11,18.0,1.0,2013,12,4,2013-12-01,61.111111111111114,True
58968,72803,131,1,74,2013-12-19,2013-12-20,91,18168,Halloween skull mask (Gray) S,Each,60,18.0,15,1080.0,162.0,180.0,1242.0,60,0,11,18.0,1.0,2013,12,4,2013-12-01,16.666666666666668,True
60217,72743,398,202,138,2013-12-27,2013-12-28,91,18544,The Gu red shirt XML tag t-shirt (White) XL,Each,60,18.0,15,1080.0,162.0,630.0,1242.0,60,0,11,18.0,1.0,2013,12,4,2013-12-01,58.333333333333336,True
60283,87556,31,1,130,2013-12-27,2013-12-28,19,18562,The Gu red shirt XML tag t-shirt (Black) XXS,Each,60,18.0,15,1080.0,162.0,660.0,1242.0,60,0,11,18.0,1.0,2013,12,4,2013-12-01,61.111111111111114,True
49442,89325,44,1,132,2013-10-22,2013-10-23,83,15238,The Gu red shirt XML tag t-shirt (White) 7XL,Each,12,18.0,15,216.0,32.4,114.0,248.4,12,0,11,18.0,1.0,2013,10,4,2013-10-01,52.77777777777778,True
49446,89325,44,1,133,2013-10-22,2013-10-23,83,15238,The Gu red shirt XML tag t-shirt (White) 6XL,Each,12,18.0,15,216.0,32.4,120.0,248.4,12,0,11,18.0,1.0,2013,10,4,2013-10-01,55.55555555555556,True
49715,66094,136,1,73,2013-10-24,2013-10-25,19,15324,Halloween skull mask (Gray) M,Each,12,18.0,15,216.0,32.4,36.0,248.4,12,0,11,18.0,1.0,2013,10,4,2013-10-01,16.666666666666668,True
50589,41466,384,202,128,2013-10-29,2013-10-30,39,15594,The Gu red shirt XML tag t-shirt (Black) S,Each,12,18.0,15,216.0,32.4,132.0,248.4,12,0,11,18.0,1.0,2013,10,4,2013-10-01,61.111111111111114,True
52302,91372,201,1,139,2013-11-08,2013-11-09,81,16120,The Gu red shirt XML tag t-shirt (White) L,Each,12,18.0,15,216.0,32.4,132.0,248.4,12,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
54103,90082,37,1,128,2013-11-19,2013-11-20,84,16654,The Gu red shirt XML tag t-shirt (Black) S,Each,12,18.0,15,216.0,32.4,132.0,248.4,12,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
54282,72803,131,1,121,2013-11-20,2013-11-21,86,16710,The Gu red shirt XML tag t-shirt (Black) 5XL,Each,12,18.0,15,216.0,32.4,120.0,248.4,12,0,11,18.0,1.0,2013,11,4,2013-11-01,55.55555555555556,True
55265,47188,210,202,141,2013-11-26,2013-11-27,74,17012,The Gu red shirt XML tag t-shirt (White) S,Each,12,18.0,15,216.0,32.4,132.0,248.4,12,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
59342,72803,131,1,75,2013-12-23,2013-12-24,83,18282,Halloween zombie mask (Light Brown) XL,Each,12,18.0,15,216.0,32.4,-12.0,248.4,12,0,11,18.0,1.0,2013,12,4,2013-12-01,-5.555555555555555,True
59344,72803,131,1,138,2013-12-23,2013-12-24,83,18282,The Gu red shirt XML tag t-shirt (White) XL,Each,12,18.0,15,216.0,32.4,126.0,248.4,12,0,11,18.0,1.0,2013,12,4,2013-12-01,58.333333333333336,True
50014,47673,256,202,137,2013-10-25,2013-10-26,80,15414,The Gu red shirt XML tag t-shirt (White) XXL,Each,48,18.0,15,864.0,129.6,504.0,993.6,48,0,11,18.0,1.0,2013,10,4,2013-10-01,58.333333333333336,True
51177,72808,19,1,74,2013-11-01,2013-11-02,19,15775,Halloween skull mask (Gray) S,Each,48,18.0,15,864.0,129.6,144.0,993.6,48,0,11,18.0,1.0,2013,11,4,2013-11-01,16.666666666666668,True
52301,91372,201,1,126,2013-11-08,2013-11-09,81,16120,The Gu red shirt XML tag t-shirt (Black) L,Each,48,18.0,15,864.0,129.6,528.0,993.6,48,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
53482,46997,69,1,120,2013-11-15,2013-11-16,19,16468,The Gu red shirt XML tag t-shirt (Black) 6XL,Each,48,18.0,15,864.0,129.6,480.0,993.6,48,0,11,18.0,1.0,2013,11,4,2013-11-01,55.55555555555556,True
54890,47188,210,202,143,2013-11-25,2013-11-26,83,16899,The Gu red shirt XML tag t-shirt (White) XXS,Each,48,18.0,15,864.0,129.6,528.0,993.6,48,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
57609,72803,131,1,142,2013-12-10,2013-12-11,91,17740,The Gu red shirt XML tag t-shirt (White) XS,Each,48,18.0,15,864.0,129.6,528.0,993.6,48,0,11,18.0,1.0,2013,12,4,2013-12-01,61.111111111111114,True
58866,90082,37,1,120,2013-12-19,2013-12-20,93,18139,The Gu red shirt XML tag t-shirt (Black) 6XL,Each,48,18.0,15,864.0,129.6,480.0,993.6,48,0,11,18.0,1.0,2013,12,4,2013-12-01,55.55555555555556,True
59039,72803,131,1,127,2013-12-19,2013-12-20,81,18188,The Gu red shirt XML tag t-shirt (Black) M,Each,48,18.0,15,864.0,129.6,528.0,993.6,48,0,11,18.0,1.0,2013,12,4,2013-12-01,61.111111111111114,True
59813,72743,398,202,120,2013-12-25,2013-12-26,90,18423,The Gu red shirt XML tag t-shirt (Black) 6XL,Each,48,18.0,15,864.0,129.6,480.0,993.6,48,0,11,18.0,1.0,2013,12,4,2013-12-01,55.55555555555556,True
59864,89450,20,1,138,2013-12-25,2013-12-26,81,18439,The Gu red shirt XML tag t-shirt (White) XL,Each,48,18.0,15,864.0,129.6,504.0,993.6,48,0,11,18.0,1.0,2013,12,4,2013-12-01,58.333333333333336,True
60614,47005,197,1,133,2013-12-30,2013-12-31,81,18662,The Gu red shirt XML tag t-shirt (White) 6XL,Each,48,18.0,15,864.0,129.6,480.0,993.6,48,0,11,18.0,1.0,2013,12,4,2013-12-01,55.55555555555556,True
49354,66109,163,1,119,2013-10-22,2013-10-23,74,15214,The Gu red shirt XML tag t-shirt (Black) 7XL,Each,24,18.0,15,432.0,64.8,228.0,496.8,24,0,11,18.0,1.0,2013,10,4,2013-10-01,52.77777777777778,True
49534,47016,374,202,139,2013-10-23,2013-10-24,81,15268,The Gu red shirt XML tag t-shirt (White) L,Each,24,18.0,15,432.0,64.8,264.0,496.8,24,0,11,18.0,1.0,2013,10,4,2013-10-01,61.111111111111114,True
49535,47016,374,202,132,2013-10-23,2013-10-24,81,15268,The Gu red shirt XML tag t-shirt (White) 7XL,Each,24,18.0,15,432.0,64.8,228.0,496.8,24,0,11,18.0,1.0,2013,10,4,2013-10-01,52.77777777777778,True
50800,66109,163,1,138,2013-10-30,2013-10-31,80,15658,The Gu red shirt XML tag t-shirt (White) XL,Each,24,18.0,15,432.0,64.8,252.0,496.8,24,0,11,18.0,1.0,2013,10,4,2013-10-01,58.333333333333336,True
55687,47673,256,202,119,2013-11-28,2013-11-29,39,17143,The Gu red shirt XML tag t-shirt (Black) 7XL,Each,24,18.0,15,432.0,64.8,228.0,496.8,24,0,11,18.0,1.0,2013,11,4,2013-11-01,52.77777777777778,True
55705,66109,163,1,135,2013-11-28,2013-11-29,94,17149,The Gu red shirt XML tag t-shirt (White) 4XL,Each,24,18.0,15,432.0,64.8,240.0,496.8,24,0,11,18.0,1.0,2013,11,4,2013-11-01,55.55555555555556,True
56584,40704,399,202,135,2013-12-03,2013-12-04,81,17422,The Gu red shirt XML tag t-shirt (White) 4XL,Each,24,18.0,15,432.0,64.8,240.0,496.8,24,0,11,18.0,1.0,2013,12,4,2013-12-01,55.55555555555556,True
56879,87602,176,1,135,2013-12-05,2013-12-06,94,17511,The Gu red shirt XML tag t-shirt (White) 4XL,Each,24,18.0,15,432.0,64.8,240.0,496.8,24,0,11,18.0,1.0,2013,12,4,2013-12-01,55.55555555555556,True
59167,72803,131,1,135,2013-12-20,2013-12-21,97,18228,The Gu red shirt XML tag t-shirt (White) 4XL,Each,24,18.0,15,432.0,64.8,240.0,496.8,24,0,11,18.0,1.0,2013,12,4,2013-12-01,55.55555555555556,True
60365,40659,107,1,138,2013-12-27,2013-12-28,93,18586,The Gu red shirt XML tag t-shirt (White) XL,Each,24,18.0,15,432.0,64.8,252.0,496.8,24,0,11,18.0,1.0,2013,12,4,2013-12-01,58.333333333333336,True
60266,72760,23,1,138,2013-12-27,2013-12-28,19,18558,The Gu red shirt XML tag t-shirt (White) XL,Each,24,18.0,15,432.0,64.8,252.0,496.8,24,0,11,18.0,1.0,2013,12,4,2013-12-01,58.333333333333336,True
60474,47644,63,1,122,2013-12-30,2013-12-31,86,18621,The Gu red shirt XML tag t-shirt (Black) 4XL,Each,24,18.0,15,432.0,64.8,240.0,496.8,24,0,11,18.0,1.0,2013,12,4,2013-12-01,55.55555555555556,True
60566,40600,102,1,126,2013-12-30,2013-12-31,101,18648,The Gu red shirt XML tag t-shirt (Black) L,Each,24,18.0,15,432.0,64.8,264.0,496.8,24,0,11,18.0,1.0,2013,12,4,2013-12-01,61.111111111111114,True
60964,40608,274,202,72,2013-12-31,2014-01-01,81,18766,Halloween skull mask (Gray) L,Each,24,18.0,15,432.0,64.8,72.0,496.8,24,0,11,18.0,1.0,2013,12,4,2013-12-01,16.666666666666668,True
51914,40704,399,202,119,2013-11-06,2013-11-07,89,16004,The Gu red shirt XML tag t-shirt (Black) 7XL,Each,72,18.0,15,1296.0,194.4,684.0,1490.4,72,0,11,18.0,1.0,2013,11,4,2013-11-01,52.77777777777778,True
53920,44370,272,202,132,2013-11-18,2013-11-19,86,16600,The Gu red shirt XML tag t-shirt (White) 7XL,Each,72,18.0,15,1296.0,194.4,684.0,1490.4,72,0,11,18.0,1.0,2013,11,4,2013-11-01,52.77777777777778,True
54461,47673,256,202,129,2013-11-21,2013-11-22,81,16762,The Gu red shirt XML tag t-shirt (Black) XS,Each,72,18.0,15,1296.0,194.4,792.0,1490.4,72,0,11,18.0,1.0,2013,11,4,2013-11-01,61.111111111111114,True
57483,76917,375,202,128,2013-12-09,2013-12-10,93,17699,The Gu red shirt XML tag t-shirt (Black) S,Each,72,18.0,15,1296.0,194.4,792.0,1490.4,72,0,11,18.0,1.0,2013,12,4,2013-12-01,61.111111111111114,True
